Id,C_Dealer,C_Freight,C_Volume,C_BaseBoat,C_Engine,C_Series,C_Options,C_Prep,C_DealerName,C_DealerId,C_Enabled
793ab4cb-70ea-4f32-9957-b2c300fd83f0,db0c3a7f-c2fd-450a-898f-b24901548cc2,1000,37,37,37,L,37,1000,MARINE MAX OF SACRAMENTO,301734,false
b0d8557e-5727-402e-b9ac-b2c300fd83f0,4ff6bf4d-f6e2-4ca7-a9fe-b24901548c9b,1000,37,37,37,L,37,1000,MARINE MAX OF ARIZONA,301738,false
97743b18-a52a-421d-9cfb-b2c300fd83f1,69faa1ef-1777-4e4a-943b-b24901548d09,1000,37,37,37,L,37,1000,MARTIN MOTOR SPORTS (SASKATOON),301753,false
d443402e-03ba-43a8-af5b-b2c300fd83f1,ab93c357-6cfd-48a0-b59f-b24901548da4,1000,37,37,37,L,37,1000,"MARINE SPORTS WEST, INC.",301761,false
15bdfdb3-a55a-4df9-8a76-b2c300fd83f2,8394a9a7-b7bc-4be8-8b77-b24901548e3d,1000,37,37,37,L,37,1000,MAYPORT MARINE,302300,false
db865aa1-2cae-4f07-a767-b2c300fd83f2,e5087518-3ace-4434-97cd-b24901548e01,1000,37,37,37,L,37,1000,MARKS MARINE INC,301764,false
cbe64928-0cb6-4d5f-9fc8-b2c300fd83f4,a3dd6690-94f8-4082-a1a8-b24901548e7a,1000,37,37,37,L,37,1000,MARINE SPORTS INC,301760,false
474448e2-34a7-4d6a-9b77-b2c300fd83f5,e6203606-5d79-41ef-acdc-b24901548edb,1000,37,37,37,L,37,1000,MARINELAND OF WACO,301765,false
d9d0d8c9-8315-4ca2-bd4e-b2c300fd83f5,4eff048a-0627-424e-817e-b24901548f20,1000,37,37,37,L,37,1000,MARTIN MOTOR SPORTS (EDMONTON),301755,false
6e39ae74-d272-4d02-9f34-b2c300fd83f6,7fcc45ca-cf3d-4a37-a52b-b24901548f47,1000,37,37,37,L,37,1000,MAU MARINE INC,302100,false
